"","period","trade_value_usd","origin","destin","period_date"
"4751",201511,242,"United Kingdom","Portugal",2015-11-01
"4752",201511,53189,"Austria","Slovenia",2015-11-01
"4753",201511,2021,"Croatia","Slovenia",2015-11-01
"4754",201511,636,"Estonia","Slovenia",2015-11-01
"4755",201511,65,"Germany","Slovenia",2015-11-01
"4756",201511,48658,"Italy","Slovenia",2015-11-01
"4757",201511,73,"Netherlands","Slovenia",2015-11-01
"4758",201511,14,"India","Slovenia",2015-11-01
"4759",201511,48031,"Spain","Slovenia",2015-11-01
"4760",201511,22,"Thailand","Slovenia",2015-11-01
"4761",201509,3018,"Armenia","Georgia",2015-09-01
"4762",201511,1065,"Belgium","Czech Rep.",2015-11-01
"4763",201511,54,"France","Czech Rep.",2015-11-01
"4764",201511,594793,"Germany","Czech Rep.",2015-11-01
"4765",201511,185853,"Greece","Czech Rep.",2015-11-01
"4766",201511,272,"Israel","Czech Rep.",2015-11-01
"4767",201511,178,"Italy","Czech Rep.",2015-11-01
"4768",201511,1292,"Morocco","Czech Rep.",2015-11-01
"4769",201511,129546,"Netherlands","Czech Rep.",2015-11-01
"4770",201511,147345,"Poland","Czech Rep.",2015-11-01
"4771",201511,20571,"Slovakia","Czech Rep.",2015-11-01
"4772",201511,2384386,"Spain","Czech Rep.",2015-11-01
"4773",201511,130,"Turkey","Czech Rep.",2015-11-01
"4774",201511,384,"Finland","Estonia",2015-11-01
"4775",201511,174,"Latvia","Estonia",2015-11-01
"4776",201511,851,"Netherlands","Estonia",2015-11-01
"4777",201511,47765,"Spain","Estonia",2015-11-01
"4778",201511,12643,"Poland","Latvia",2015-11-01
"4779",201511,16932,"Estonia","Latvia",2015-11-01
"4780",201511,225,"Germany","Latvia",2015-11-01
"4781",201511,28667,"Lithuania","Latvia",2015-11-01
"4782",201511,49934,"Netherlands","Latvia",2015-11-01
"4783",201511,519110,"Spain","Latvia",2015-11-01
"4784",201511,5880,"Turkey","Latvia",2015-11-01
"4785",201511,4073,"Estonia","Lithuania",2015-11-01
"4786",201511,3001,"France","Lithuania",2015-11-01
"4787",201511,5,"Germany","Lithuania",2015-11-01
"4788",201511,258455,"Netherlands","Lithuania",2015-11-01
"4789",201511,762926,"Spain","Lithuania",2015-11-01
"4790",201511,417,"United Kingdom","Lithuania",2015-11-01
"4791",201511,14580,"Australia","Malaysia",2015-11-01
"4792",201511,26641,"China","Malaysia",2015-11-01
"4793",201511,510,"Japan","Malaysia",2015-11-01
"4794",201511,1003,"Netherlands","Malaysia",2015-11-01
"4795",201511,1254,"India","Malaysia",2015-11-01
"4796",201511,723,"Singapore","Malaysia",2015-11-01
"4797",201511,289,"Viet Nam","Malaysia",2015-11-01
"4798",201511,224847,"Thailand","Malaysia",2015-11-01
"4799",201511,138900,"Egypt","Belarus",2015-11-01
"4800",201511,66283,"Latvia","Lithuania",2015-11-01
"4801",201511,33125,"Poland","Lithuania",2015-11-01
"4802",201511,339,"Portugal","Lithuania",2015-11-01
"4803",201511,36300,"Brazil","Belarus",2015-11-01
"4804",201511,194800,"China","Belarus",2015-11-01
"4805",201511,1800,"Iran","Belarus",2015-11-01
"4806",201511,50600,"Israel","Belarus",2015-11-01
"4807",201511,24100,"Kenya","Belarus",2015-11-01
"4808",201511,117500,"Morocco","Belarus",2015-11-01
"4809",201511,4500,"Netherlands","Belarus",2015-11-01
"4810",201511,200,"Russian Federation","Belarus",2015-11-01
"4811",201511,15400,"Serbia","Belarus",2015-11-01
"4812",201511,79800,"Viet Nam","Belarus",2015-11-01
"4813",201511,87000,"Spain","Belarus",2015-11-01
"4814",201511,1160600,"Turkey","Belarus",2015-11-01
"4815",201511,200,"Ukraine","Belarus",2015-11-01
"4816",201511,196500,"TFYR of Macedonia","Belarus",2015-11-01
"4817",201511,369,"Ecuador","Norway",2015-11-01
"4818",201511,116933,"Netherlands","Norway",2015-11-01
"4819",201511,2307088,"Spain","Norway",2015-11-01
"4820",201511,3771,"Sweden","Norway",2015-11-01
"4821",201511,14736,"Turkey","Norway",2015-11-01
"4822",201512,341120,"Iran","Azerbaijan",2015-12-01
"4823",201512,468296,"Greece","Czech Rep.",2015-12-01
"4824",201512,40677,"Netherlands","Czech Rep.",2015-12-01
"4825",201512,137478,"Poland","Czech Rep.",2015-12-01
"4826",201512,82,"France","Czech Rep.",2015-12-01
"4827",201512,398250,"Germany","Czech Rep.",2015-12-01
"4828",201512,363,"Israel","Czech Rep.",2015-12-01
"4829",201512,49585,"Italy","Czech Rep.",2015-12-01
"4830",201512,717,"Morocco","Czech Rep.",2015-12-01
"4831",201512,5305,"Slovakia","Czech Rep.",2015-12-01
"4832",201512,2059690,"Spain","Czech Rep.",2015-12-01
"4833",201512,1572,"United Kingdom","Czech Rep.",2015-12-01
"4834",201511,151010,"Albania","Serbia",2015-11-01
"4835",201511,67,"Bulgaria","Serbia",2015-11-01
"4836",201511,2092,"Greece","Serbia",2015-11-01
"4837",201511,3559,"Italy","Serbia",2015-11-01
"4838",201511,1907,"Spain","Serbia",2015-11-01
"4839",201511,135283,"TFYR of Macedonia","Serbia",2015-11-01
"4840",201511,889,"Guyana","Barbados",2015-11-01
"4841",201511,60,"Saint Vincent and the Grenadines","Barbados",2015-11-01
"4842",201511,57,"United Kingdom","Barbados",2015-11-01
"4843",201511,296,"United States of America","Barbados",2015-11-01
"4844",201511,6925,"Belgium","Finland",2015-11-01
"4845",201511,104,"Dominican Rep.","Finland",2015-11-01
"4846",201511,265,"Estonia","Finland",2015-11-01
"4847",201511,313287,"Netherlands","Finland",2015-11-01
"4848",201511,32623,"Norway","Finland",2015-11-01
"4849",201511,870357,"Spain","Finland",2015-11-01
"4850",201511,9119,"Turkey","Finland",2015-11-01
"4851",201511,34465,"Albania","Montenegro",2015-11-01
"4852",201511,3664,"Serbia","Montenegro",2015-11-01
"4853",201511,229,"TFYR of Macedonia","Montenegro",2015-11-01
"4854",201511,4922,"Costa Rica","Panama",2015-11-01
"4855",201511,63645,"Albania","TFYR of Macedonia",2015-11-01
"4856",201511,1150,"Greece","TFYR of Macedonia",2015-11-01
"4857",201511,294572,"Turkey","Georgia",2015-11-01
"4858",201511,22243,"Austria","Slovakia",2015-11-01
"4859",201511,10671,"Czech Rep.","Slovakia",2015-11-01
"4860",201511,203899,"Germany","Slovakia",2015-11-01
"4861",201511,63940,"Greece","Slovakia",2015-11-01
"4862",201511,1735,"Hungary","Slovakia",2015-11-01
"4863",201511,13405,"Italy","Slovakia",2015-11-01
"4864",201511,1655,"Morocco","Slovakia",2015-11-01
"4865",201511,12521,"Netherlands","Slovakia",2015-11-01
"4866",201511,6760,"Poland","Slovakia",2015-11-01
"4867",201511,22903,"Slovakia","Slovakia",2015-11-01
"4868",201511,331443,"Spain","Slovakia",2015-11-01
"4869",201509,185,"Austria","Denmark",2015-09-01
"4870",201509,256,"Belgium","Denmark",2015-09-01
"4871",201509,62,"Czech Rep.","Denmark",2015-09-01
"4872",201509,98,"Estonia","Denmark",2015-09-01
"4873",201509,4,"Finland","Denmark",2015-09-01
"4874",201509,1244,"France","Denmark",2015-09-01
"4875",201509,128443,"Germany","Denmark",2015-09-01
"4876",201509,1534,"Greece","Denmark",2015-09-01
"4877",201509,45,"Hungary","Denmark",2015-09-01
"4878",201509,3675,"Italy","Denmark",2015-09-01
"4879",201509,555,"Jordan","Denmark",2015-09-01
"4880",201509,177,"Lithuania","Denmark",2015-09-01
"4881",201509,1242262,"Netherlands","Denmark",2015-09-01
"4882",201509,5628,"Poland","Denmark",2015-09-01
"4883",201509,1159,"Portugal","Denmark",2015-09-01
"4884",201509,417,"Romania","Denmark",2015-09-01
"4885",201509,72,"Slovakia","Denmark",2015-09-01
"4886",201509,472448,"Spain","Denmark",2015-09-01
"4887",201509,24816,"Sweden","Denmark",2015-09-01
"4888",201509,5688,"Turkey","Denmark",2015-09-01
"4889",201509,121,"United Kingdom","Denmark",2015-09-01
"4890",201511,14304,"Albania","Hungary",2015-11-01
"4891",201511,6292,"Austria","Hungary",2015-11-01
"4892",201511,3286,"Bulgaria","Hungary",2015-11-01
"4893",201511,305452,"Germany","Hungary",2015-11-01
"4894",201511,1349,"Serbia","Hungary",2015-11-01
"4895",201511,12974,"Slovakia","Hungary",2015-11-01
"4896",201511,572089,"Spain","Hungary",2015-11-01
"4897",201511,1715,"Turkey","Hungary",2015-11-01
"4898",201511,7562,"Austria","Italy",2015-11-01
"4899",201511,15092,"Bulgaria","Italy",2015-11-01
"4900",201511,8831,"France","Italy",2015-11-01
"4901",201511,125223,"Germany","Italy",2015-11-01
"4902",201511,19712,"Greece","Italy",2015-11-01
"4903",201511,3737,"Netherlands","Italy",2015-11-01
"4904",201511,18,"Slovenia","Italy",2015-11-01
"4905",201511,600328,"Spain","Italy",2015-11-01
"4906",201511,2022117,"Azerbaijan","Russian Federation",2015-11-01
"4907",201511,17599,"Belize","Russian Federation",2015-11-01
"4908",201511,604662,"Belarus","Russian Federation",2015-11-01
"4909",201511,2944779,"China","Russian Federation",2015-11-01
"4910",201511,7726081,"Iran","Russian Federation",2015-11-01
"4911",201511,50582,"Kazakhstan","Russian Federation",2015-11-01
"4912",201511,10891,"Serbia","Russian Federation",2015-11-01
"4913",201511,28200,"Seychelles","Russian Federation",2015-11-01
"4914",201511,28811,"Uzbekistan","Russian Federation",2015-11-01
"4915",201511,4311,"Georgia","Russian Federation",2015-11-01
"4916",201511,26199,"Morocco","Russian Federation",2015-11-01
"4917",201511,7213437,"Turkey","Russian Federation",2015-11-01
"4918",201511,30312,"TFYR of Macedonia","Russian Federation",2015-11-01
"4919",201511,16100,"United Kingdom","Russian Federation",2015-11-01
"4920",201511,1024,"Serbia","Bosnia Herzegovina",2015-11-01
"4921",201511,702,"Spain","Bosnia Herzegovina",2015-11-01
"4922",201511,2947,"Turkey","Bosnia Herzegovina",2015-11-01
"4923",201511,24906,"Albania","Bosnia Herzegovina",2015-11-01
"4924",201511,1184,"Italy","Bosnia Herzegovina",2015-11-01
"4925",201511,930,"Netherlands","Croatia",2015-11-01
"4926",201511,31245,"Italy","Croatia",2015-11-01
"4927",201511,1599,"Slovenia","Croatia",2015-11-01
"4928",201511,92339,"TFYR of Macedonia","Croatia",2015-11-01
"4929",201511,3,"United Kingdom","Croatia",2015-11-01
"4930",201511,18953,"Albania","Croatia",2015-11-01
"4931",201511,893,"Austria","Croatia",2015-11-01
"4932",201511,14830,"Germany","Croatia",2015-11-01
"4933",201511,55358,"Spain","Croatia",2015-11-01
"4934",201511,11572,"Austria","Germany",2015-11-01
"4935",201511,429853,"Belgium","Germany",2015-11-01
"4936",201511,1227,"Chile","Germany",2015-11-01
"4937",201511,326,"Costa Rica","Germany",2015-11-01
"4938",201511,4696,"Denmark","Germany",2015-11-01
"4939",201511,212078,"Greece","Germany",2015-11-01
"4940",201511,21858,"Hungary","Germany",2015-11-01
"4941",201511,673565,"Italy","Germany",2015-11-01
"4942",201511,27089,"Jordan","Germany",2015-11-01
"4943",201511,253,"Luxembourg","Germany",2015-11-01
"4944",201511,136055,"Poland","Germany",2015-11-01
"4945",201511,20184,"Romania","Germany",2015-11-01
"4946",201511,29158160,"Spain","Germany",2015-11-01
"4947",201511,98,"Thailand","Germany",2015-11-01
"4948",201511,11113,"Egypt","Germany",2015-11-01
"4949",201511,3261,"United States of America","Germany",2015-11-01
"4950",201511,5281295,"Netherlands","Germany",2015-11-01
"4951",201511,91150,"Turkey","Germany",2015-11-01
"4952",201511,33989,"TFYR of Macedonia","Germany",2015-11-01
"4953",201509,14917,"Guatemala","El Salvador",2015-09-01
"4954",201509,8788,"Honduras","El Salvador",2015-09-01
"4955",201512,683,"Austria","Hungary",2015-12-01
"4956",201512,4160,"Bulgaria","Hungary",2015-12-01
"4957",201512,254008,"Germany","Hungary",2015-12-01
"4958",201512,9168,"Slovakia","Hungary",2015-12-01
"4959",201512,447672,"Spain","Hungary",2015-12-01
"4960",201512,6759,"Turkey","Hungary",2015-12-01
"4961",201511,269,"Colombia","Germany",2015-11-01
"4962",201511,47769,"France","Germany",2015-11-01
"4963",201511,40098,"Israel","Germany",2015-11-01
"4964",201509,10293,"Albania","Greece",2015-09-01
"4965",201509,6911,"Bulgaria","Greece",2015-09-01
"4966",201509,79078,"Germany","Greece",2015-09-01
"4967",201509,11120,"TFYR of Macedonia","Greece",2015-09-01
"4968",201511,65284,"Afghanistan","Pakistan",2015-11-01
"4969",201511,628,"Dominican Rep.","Switzerland",2015-11-01
"4970",201511,6059,"France","Switzerland",2015-11-01
"4971",201511,807,"Germany","Switzerland",2015-11-01
"4972",201511,25909,"Italy","Switzerland",2015-11-01
"4973",201511,4709,"Morocco","Switzerland",2015-11-01
"4974",201511,31108,"Netherlands","Switzerland",2015-11-01
"4975",201511,21,"Portugal","Switzerland",2015-11-01
"4976",201511,2357891,"Spain","Switzerland",2015-11-01
"4977",201511,100,"Thailand","Switzerland",2015-11-01
"4978",201511,20807,"Turkey","Switzerland",2015-11-01
"4979",201511,45060,"TFYR of Macedonia","Switzerland",2015-11-01
"4980",201511,6821,"Israel","Belgium",2015-11-01
"4981",201512,269,"Belarus","Lithuania",2015-12-01
"4982",201512,6753,"Estonia","Lithuania",2015-12-01
"4983",201512,1835,"France","Lithuania",2015-12-01
"4984",201511,757,"United States of America","Antigua and Barbuda",2015-11-01
"4985",201511,1515,"Belgium","Austria",2015-11-01
"4986",201511,127,"Czech Rep.","Austria",2015-11-01
"4987",201511,11833,"France","Austria",2015-11-01
"4988",201511,381706,"Germany","Austria",2015-11-01
"4989",201511,123607,"Greece","Austria",2015-11-01
"4990",201511,1094,"Hungary","Austria",2015-11-01
"4991",201511,749125,"Italy","Austria",2015-11-01
"4992",201511,159089,"Netherlands","Austria",2015-11-01
"4993",201511,1571987,"Spain","Austria",2015-11-01
"4994",201511,400155,"Turkey","Austria",2015-11-01
"4995",201511,42408,"TFYR of Macedonia","Austria",2015-11-01
"4996",201512,136705,"Greece","Lithuania",2015-12-01
"4997",201512,1967,"Ireland","Lithuania",2015-12-01
"4998",201512,3420,"Italy","Lithuania",2015-12-01
"4999",201512,40351,"Latvia","Lithuania",2015-12-01
"5000",201512,379283,"Netherlands","Lithuania",2015-12-01
"5001",201512,10505,"Poland","Lithuania",2015-12-01
"5002",201512,14959,"Portugal","Lithuania",2015-12-01
"5003",201512,916961,"Spain","Lithuania",2015-12-01
"5004",201512,37807,"Turkey","Lithuania",2015-12-01
"5005",201511,718292,"Germany","Belgium",2015-11-01
"5006",201511,980886,"Netherlands","Belgium",2015-11-01
"5007",201511,932,"Romania","Belgium",2015-11-01
"5008",201511,9918,"Turkey","Belgium",2015-11-01
"5009",201511,108,"United Kingdom","Belgium",2015-11-01
"5010",201511,3811,"Morocco","Belgium",2015-11-01
"5011",201511,1049860,"Spain","Belgium",2015-11-01
"5012",201511,764,"Tunisia","France",2015-11-01
"5013",201511,284101,"Albania","Bulgaria",2015-11-01
"5014",201511,278774,"Greece","Bulgaria",2015-11-01
"5015",201511,5269,"Spain","Bulgaria",2015-11-01
"5016",201511,387214,"Turkey","Bulgaria",2015-11-01
"5017",201511,23079,"TFYR of Macedonia","Bulgaria",2015-11-01
"5018",201511,1830,"Germany","Cyprus",2015-11-01
"5019",201511,14106,"Greece","Cyprus",2015-11-01
"5020",201511,1575,"United Kingdom","Cyprus",2015-11-01
"5021",201511,69,"Bangladesh","France",2015-11-01
"5022",201511,32212,"Belgium","France",2015-11-01
"5023",201511,51218,"France","France",2015-11-01
"5024",201511,393287,"Germany","France",2015-11-01
"5025",201511,135,"Hungary","France",2015-11-01
"5026",201511,7101,"Italy","France",2015-11-01
"5027",201511,53084,"Jordan","France",2015-11-01
"5028",201511,630,"Lebanon","France",2015-11-01
"5029",201511,207819,"Morocco","France",2015-11-01
"5030",201511,250205,"Netherlands","France",2015-11-01
"5031",201511,761,"Portugal","France",2015-11-01
"5032",201511,6172246,"Spain","France",2015-11-01
"5033",201511,28040,"Turkey","France",2015-11-01
"5034",201511,15064,"TFYR of Macedonia","France",2015-11-01
"5035",201511,2438,"United Kingdom","France",2015-11-01
"5036",201511,56522,"Belgium","Luxembourg",2015-11-01
"5037",201511,26287,"France","Luxembourg",2015-11-01
"5038",201511,9205,"Germany","Luxembourg",2015-11-01
"5039",201511,84,"Italy","Luxembourg",2015-11-01
"5040",201511,357,"Morocco","Luxembourg",2015-11-01
"5041",201511,6508,"Netherlands","Luxembourg",2015-11-01
"5042",201511,34630,"Spain","Luxembourg",2015-11-01
"5043",201511,291,"Egypt","Luxembourg",2015-11-01
"5044",201511,409,"Portugal","Luxembourg",2015-11-01
"5045",201511,8850,"France","Netherlands",2015-11-01
"5046",201511,11418,"Italy","Malta",2015-11-01
"5047",201511,1781,"Netherlands","Malta",2015-11-01
"5048",201511,6561,"South Africa","Mozambique",2015-11-01
"5049",201511,36774,"Ireland","Netherlands",2015-11-01
"5050",201511,4894,"Morocco","Netherlands",2015-11-01
"5051",201511,13395,"Turkey","Netherlands",2015-11-01
"5052",201511,135735,"Belgium","Netherlands",2015-11-01
"5053",201511,1178012,"Germany","Netherlands",2015-11-01
"5054",201511,227,"Israel","Netherlands",2015-11-01
"5055",201511,202,"Japan","Netherlands",2015-11-01
"5056",201511,9640600,"Spain","Netherlands",2015-11-01
"5057",201511,653,"Suriname","Netherlands",2015-11-01
"5058",201511,3648,"United Kingdom","Netherlands",2015-11-01
"5059",201511,40522,"Albania","Poland",2015-11-01
"5060",201511,685,"France","Poland",2015-11-01
"5061",201511,811041,"Germany","Poland",2015-11-01
"5062",201511,7373,"Greece","Poland",2015-11-01
"5063",201511,26125,"Netherlands","Poland",2015-11-01
"5064",201511,39120,"Portugal","Poland",2015-11-01
"5065",201511,4752036,"Spain","Poland",2015-11-01
"5066",201511,43582,"Turkey","Poland",2015-11-01
"5067",201511,29917,"Albania","Romania",2015-11-01
"5068",201511,10103,"Bulgaria","Romania",2015-11-01
"5069",201511,65668,"France","Romania",2015-11-01
"5070",201511,140132,"Germany","Romania",2015-11-01
"5071",201511,446045,"Greece","Romania",2015-11-01
"5072",201511,2826,"Hungary","Romania",2015-11-01
"5073",201511,14448,"Italy","Romania",2015-11-01
"5074",201511,33873,"Netherlands","Romania",2015-11-01
"5075",201511,850,"Poland","Romania",2015-11-01
"5076",201511,339713,"Spain","Romania",2015-11-01
"5077",201511,307505,"Turkey","Romania",2015-11-01
"5078",201511,61809,"TFYR of Macedonia","Romania",2015-11-01
"5079",201512,50140,"Austria","Slovenia",2015-12-01
"5080",201512,8,"Canada","Slovenia",2015-12-01
"5081",201512,3294,"Croatia","Slovenia",2015-12-01
"5082",201512,91,"Germany","Slovenia",2015-12-01
"5083",201512,60283,"Italy","Slovenia",2015-12-01
"5084",201512,143,"Netherlands","Slovenia",2015-12-01
"5085",201512,109,"India","Slovenia",2015-12-01
"5086",201512,62027,"Spain","Slovenia",2015-12-01
"5087",201511,15,"Colombia","Spain",2015-11-01
"5088",201511,3183,"France","Spain",2015-11-01
"5089",201511,28336,"Germany","Spain",2015-11-01
"5090",201511,20977,"Greece","Spain",2015-11-01
"5091",201511,41751,"Italy","Spain",2015-11-01
"5092",201511,59,"Lithuania","Spain",2015-11-01
"5093",201511,1254872,"Morocco","Spain",2015-11-01
"5094",201511,5557,"Netherlands","Spain",2015-11-01
"5095",201511,1754,"Poland","Spain",2015-11-01
"5096",201511,5176,"Portugal","Spain",2015-11-01
"5097",201511,902,"Romania","Spain",2015-11-01
"5098",201511,4698,"Slovenia","Spain",2015-11-01
"5099",201511,552,"Sweden","Spain",2015-11-01
"5100",201511,1639,"United Kingdom","Spain",2015-11-01
"5101",201511,14685,"Belgium","Spain",2015-11-01
"5102",201509,5128,"Rep. of Korea","China, Hong Kong SAR",2015-09-01
"5103",201509,6754,"Malaysia","China, Hong Kong SAR",2015-09-01
"5104",201509,848,"New Zealand","China, Hong Kong SAR",2015-09-01
"5105",201509,31,"Thailand","China, Hong Kong SAR",2015-09-01
"5106",201509,18426,"Netherlands","China, Hong Kong SAR",2015-09-01
"5107",201509,1951,"Canada","China, Hong Kong SAR",2015-09-01
"5108",201509,20825,"Australia","China, Hong Kong SAR",2015-09-01
